id,facet,facet_ja,facet_zh,facet_en,assignment_target,name_ja,name_zh,name_en,aliases_ja,aliases_zh,aliases_en,status,translation_status
genre_000259,practice,プレイ・嗜好,玩法与偏好,Practice & Fetish,genreIds,ローター,跳蛋,Bullet Vibrator,,,,active,reviewed
genre_000260,practice,プレイ・嗜好,玩法与偏好,Practice & Fetish,genreIds,異物挿入,异物插入,Object Insertion,,,,active,reviewed
genre_000261,practice,プレイ・嗜好,玩法与偏好,Practice & Fetish,genreIds,媚薬,催情药设定,Aphrodisiac Theme,,,,active,reviewed
genre_000262,practice,プレイ・嗜好,玩法与偏好,Practice & Fetish,genreIds,触手,触手,Tentacles,,,,active,reviewed
genre_000263,practice,プレイ・嗜好,玩法与偏好,Practice & Fetish,genreIds,催眠プレイ,催眠玩法,Hypnosis Play,,,,active,reviewed
genre_000264,practice,プレイ・嗜好,玩法与偏好,Practice & Fetish,genreIds,盗撮風,偷拍风格,Hidden-camera Style,,,,active,reviewed
genre_000265,practice,プレイ・嗜好,玩法与偏好,Practice & Fetish,genreIds,ハメ撮り,第一人称实录,POV Sex,,,,active,reviewed
genre_000266,practice,プレイ・嗜好,玩法与偏好,Practice & Fetish,genreIds,ナンパもの,搭讪企划,Pickup Production,,,,active,reviewed
genre_000267,practice,プレイ・嗜好,玩法与偏好,Practice & Fetish,genreIds,痴漢もの,痴汉企划,Groping Production,,,,active,reviewed
genre_000268,practice,プレイ・嗜好,玩法与偏好,Practice & Fetish,genreIds,レズビアン,女同性题材,Lesbian,,,,active,reviewed
genre_000269,practice,プレイ・嗜好,玩法与偏好,Practice & Fetish,genreIds,ゲイ,男同性题材,Gay,,,,active,reviewed
genre_000270,practice,プレイ・嗜好,玩法与偏好,Practice & Fetish,genreIds,バイセクシュアル,双性恋题材,Bisexual,,,,active,reviewed
genre_000271,practice,プレイ・嗜好,玩法与偏好,Practice & Fetish,genreIds,男女混合,男女混合,Mixed-gender,,,,active,reviewed
genre_000272,practice,プレイ・嗜好,玩法与偏好,Practice & Fetish,genreIds,フェムドム,女性主导,Femdom,,,,active,reviewed
genre_000273,production,作品形式,制作类别,Production Type,workType,成人向け実写,成人实拍,Adult Live Action,,,,active,reviewed
genre_000274,production,作品形式,制作类别,Production Type,workType,成人向けアニメ,成人动画,Adult Animation,,,,active,reviewed
genre_000275,production,作品形式,制作类别,Production Type,workType,イメージビデオ,写真影像,Image Video,,,,active,reviewed
genre_000276,production,作品形式,制作类别,Production Type,workType,ピンク映画,粉红电影,Pink Film,,,,active,reviewed
genre_000277,production,作品形式,制作类别,Production Type,workType,オリジナル作品,原创作品,Original Work,,,,active,reviewed
genre_000278,production,作品形式,制作类别,Production Type,workType,原作もの,改编作品,Adaptation,,,,active,reviewed
genre_000279,production,作品形式,制作类别,Production Type,workType,総集編,合集,Compilation,,,,active,reviewed
genre_000280,production,作品形式,制作类别,Production Type,workType,ベスト盤,精选集,Best-of Compilation,,,,active,reviewed
genre_000281,production,作品形式,制作类别,Production Type,workType,オムニバス,短篇合集,Omnibus,,,,active,reviewed
genre_000282,production,作品形式,制作类别,Production Type,workType,単体作品,单体作品,Single-performer Work,,,,active,reviewed
genre_000283,production,作品形式,制作类别,Production Type,workType,共演作品,共演作品,Co-starring Work,,,,active,reviewed
genre_000284,production,作品形式,制作类别,Production Type,workType,VR専用,VR专用,VR-only,,,,active,reviewed
genre_000285,production,作品形式,制作类别,Production Type,workType,3D,3D,3D,,,,active,reviewed
genre_000286,production,作品形式,制作类别,Production Type,workType,主観映像,主观视角影像,POV Video,,,,active,reviewed
genre_000287,production,作品形式,制作类别,Production Type,workType,ドラマ作品,剧情作品,Drama Production,,,,active,reviewed
genre_000288,production,作品形式,制作类别,Production Type,workType,ドキュメンタリー作品,纪录片作品,Documentary Production,,,,active,reviewed
genre_000289,production,作品形式,制作类别,Production Type,workType,インタビュー,访谈,Interview,,,,active,reviewed
genre_000290,production,作品形式,制作类别,Production Type,workType,How-to,教学,Instructional,,,,active,reviewed
genre_000291,production,作品形式,制作类别,Production Type,workType,投稿作品,投稿作品,Submitted Work,,,,active,reviewed
genre_000292,production,作品形式,制作类别,Production Type,workType,自主制作,独立制作,Independent Production,,,,active,reviewed
genre_000293,production,作品形式,制作类别,Production Type,workType,海外作品,海外作品,Overseas Production,,,,active,reviewed
genre_000294,production,作品形式,制作类别,Production Type,workType,輸入作品,进口作品,Imported Work,,,,active,reviewed
genre_000295,production,作品形式,制作类别,Production Type,workType,女性向け,女性向,For Women,,,,active,reviewed
genre_000296,production,作品形式,制作类别,Production Type,workType,男性向け,男性向,For Men,,,,active,reviewed
genre_000297,production,作品形式,制作类别,Production Type,workType,同人作品,同人作品,Doujin Work,,,,active,reviewed
genre_000298,production,作品形式,制作类别,Production Type,workType,無修正,无码,Uncensored,修正なし,无码,Uncensored,active,reviewed
genre_000299,production,作品形式,制作类别,Production Type,workType,モザイク,有码,Censored,修正あり,有码,Mosaic Censored,active,reviewed
genre_000300,production,作品形式,制作类别,Production Type,workType,薄消し,薄码,Light Mosaic,,,,active,reviewed
genre_000301,production,作品形式,制作类别,Production Type,workType,字幕付き,带字幕,Subtitled,,,,active,reviewed
genre_000302,production,作品形式,制作类别,Production Type,workType,多言語字幕,多语言字幕,Multilingual Subtitles,,,,active,reviewed
genre_000303,production,作品形式,制作类别,Production Type,workType,リマスター,重制,Remastered,,,,active,reviewed
genre_000304,production,作品形式,制作类别,Production Type,workType,4時間以上,4小时以上,Over Four Hours,,,,active,reviewed
genre_000305,production,作品形式,制作类别,Production Type,workType,短編,短片,Short Form,,,,active,reviewed
genre_000306,production,作品形式,制作类别,Production Type,workType,長編,长片,Feature-length,,,,active,reviewed
genre_000307,production,作品形式,制作类别,Production Type,workType,シリーズ作品,系列作品,Series Entry,,,,active,reviewed
genre_000308,media,媒体・形式,媒介与格式,Media & Format,mediaFormat,DVD,DVD,DVD,,,,active,reviewed
genre_000309,media,媒体・形式,媒介与格式,Media & Format,mediaFormat,Blu-ray,蓝光,Blu-ray,,,,active,reviewed
genre_000310,media,媒体・形式,媒介与格式,Media & Format,mediaFormat,HD DVD,HD DVD,HD DVD,,,,active,reviewed
genre_000311,media,媒体・形式,媒介与格式,Media & Format,mediaFormat,VHS,VHS录像带,VHS,,,,active,reviewed
genre_000312,media,媒体・形式,媒介与格式,Media & Format,mediaFormat,UMD Video,UMD视频,UMD Video,,,,active,reviewed
genre_000313,media,媒体・形式,媒介与格式,Media & Format,mediaFormat,MicroSD,MicroSD卡,MicroSD,,,,active,reviewed
genre_000314,media,媒体・形式,媒介与格式,Media & Format,mediaFormat,配信,数字发行,Digital Distribution,デジタル配信,数字发行,Digital Release,active,reviewed
genre_000315,media,媒体・形式,媒介与格式,Media & Format,mediaFormat,ストリーミング,流媒体,Streaming,,,,active,reviewed
genre_000316,media,媒体・形式,媒介与格式,Media & Format,mediaFormat,ダウンロード,数字下载,Download,,,,active,reviewed
genre_000317,media,媒体・形式,媒介与格式,Media & Format,mediaFormat,4K UHD,4K超高清,4K UHD,,,,active,reviewed
genre_000318,media,媒体・形式,媒介与格式,Media & Format,mediaFormat,フルHD,全高清,Full HD,,,,active,reviewed
genre_000319,media,媒体・形式,媒介与格式,Media & Format,mediaFormat,HD,高清,HD,,,,active,reviewed
genre_000320,media,媒体・形式,媒介与格式,Media & Format,mediaFormat,SD,标清,Standard Definition,,,,active,reviewed
genre_000321,rating,年齢区分,分级,Rating,contentRating,R-18,R-18,R-18,,,,active,reviewed
genre_000322,rating,年齢区分,分级,Rating,contentRating,R-15,R-15,R-15,,,,active,reviewed
genre_000323,rating,年齢区分,分级,Rating,contentRating,成人指定,成人限定,Adults Only,,,,active,reviewed
